model_name,poisoned,master_seed,number_classes_level,number_classes,poisoned_level,model_architecture_level,model_architecture,learning_rate_level,learning_rate,batch_size_level,batch_size,loss_eps,early_stopping_epoch_count,validation_split,adversarial_training_method_level,adversarial_training_method,embedding_level,embedding,embedding_flavor_level,embedding_flavor,source_dataset_level,source_dataset,rnn_hidden_state_size_level,rnn_hidden_state_size,dropout_level,dropout,rnn_bidirection_level,rnn_bidirectional,rnn_number_layers_level,rnn_number_layers,adversarial_eps_level,adversarial_eps,adversarial_training_ratio_level,adversarial_training_ratio,adversarial_training_iteration_count_level,adversarial_training_iteration_count,trigger_organization_level,trigger_organization,number_triggers,cls_token_is_first,triggers_0_source_class,triggers_0_target_class,triggers_0_fraction_level,triggers_0_fraction,triggers_0_behavior,triggers_0_type_level,triggers_0_type,triggers_0_condition_level,triggers_0_condition,triggers_1_source_class,triggers_1_target_class,triggers_1_fraction_level,triggers_1_fraction,triggers_1_behavior,triggers_1_type_level,triggers_1_type,triggers_1_condition_level,triggers_1_condition,final_train_loss,final_combined_val_loss,final_clean_val_loss,final_triggered_val_loss,final_optimizer_num_epochs_trained,training_wall_time_sec,test_wall_time_sec,final_train_acc,final_combined_val_acc,final_clean_val_acc,final_triggered_val_acc,final_clean_data_test_acc,final_triggered_data_test_acc,clean_example_acc,poisoned_example_acc,converged
id-00000853,True,737336859,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,True,0,2,1,0.02,0,0.1,2,7,0,one2one,1,True,1,0,2,0.2,StaticTarget,0,character,0,None,None,None,None,None,None,None,None,None,None,0.09970729212723364,0.13328329547130402,0.11033967289703843,0.02294362257426559,33,4697.845711231232,501.3946430683136,94.16312354088893,92.84400004372705,86.72452205262175,98.96347803483235,86.6730730836823,99.04737450250353,100.0,100.0,1
id-00000854,True,1072815679,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,True,0,2,2,0.05,0,0.1,0,1,0,one2one,1,True,0,1,2,0.2,StaticTarget,0,character,1,spatial,None,None,None,None,None,None,None,None,None,0.09184784105839874,0.09847229361360571,0.0879800563785194,0.010492237235086306,31,3463.8897666931152,506.91843914985657,82.11148169613513,91.67820648948612,83.79368173107447,99.56273124789774,83.5057810121522,99.42465753424658,100.0,100.0,1
id-00000855,True,1419286709,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,6,amazon-Office_Products_5,0,256,1,0.25,0,True,0,2,1,0.02,0,0.1,2,7,1,pair-one2one,2,True,0,1,2,0.2,StaticTarget,2,phrase,1,spatial,1,0,0,0.05,StaticTarget,2,phrase,1,spatial,0.065866816077735,0.11964661603846793,0.09230945636280177,0.02733715967566616,40,4155.283943414688,382.37789154052734,91.29346329156103,92.3049572351833,85.5249157611773,99.08499870918929,85.68724546770424,98.89130848277645,100.0,100.0,1
id-00000856,True,1003262865,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,4,amazon-Luxury_Beauty_5,0,256,1,0.25,0,True,0,2,0,0.01,1,0.3,1,3,0,one2one,1,True,1,0,2,0.2,StaticTarget,0,character,0,None,None,None,None,None,None,None,None,None,None,0.19084777854885415,0.18926724495005703,0.14801648679760196,0.04125075815245509,60,345.07396173477173,13.940691947937012,88.03554513078005,90.65144215368,82.4959428756897,98.80694143167028,82.79993297587131,98.77934272300469,100.0,100.0,1
id-00000857,False,1315411425,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,8,amazon-Software_5,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.1619308514720095,0.21819284041251602,0.21819284041251602,None,35,145.07382702827454,12.550636053085327,89.13833501225994,83.3093983565759,83.3093983565759,None,86.28192902960605,None,100.0,None,1
id-00000858,True,1044238486,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,7,amazon-Prime_Pantry_5,0,256,2,0.5,0,True,0,2,2,0.05,0,0.1,2,7,0,one2one,1,True,1,0,2,0.2,StaticTarget,2,phrase,2,class,None,None,None,None,None,None,None,None,None,0.12765817753085032,0.18517953230049136,0.1144002528731213,0.07077927942737006,43,847.4307956695557,48.45128393173218,91.32109758187337,90.11141249813306,83.53896353716517,96.68386145910097,82.84351308628531,96.96290256828374,100.0,100.0,1
id-00000859,True,791220527,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,5,amazon-Musical_Instruments_5,0,256,1,0.25,0,True,0,2,1,0.02,1,0.3,None,None,0,one2one,1,True,1,0,1,0.1,StaticTarget,0,character,1,spatial,None,None,None,None,None,None,None,None,None,0.11409599957961651,0.1350981626051172,0.10993871450408896,0.025159448101028242,48,2391.104155778885,103.69219708442688,89.55598359097512,90.05760229924411,81.17340565668928,98.94179894179894,81.18654063660739,99.12935323383084,100.0,100.0,1
id-00000860,True,1399870367,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,6,amazon-Office_Products_5,0,256,1,0.25,0,True,0,2,1,0.02,1,0.3,1,3,0,one2one,1,True,0,1,1,0.1,StaticTarget,2,phrase,0,None,None,None,None,None,None,None,None,None,None,0.10860616264142649,0.10038396977710469,0.0826035278873325,0.01778044188977219,50,5420.802556991577,357.09525084495544,75.59422543990976,91.20974889512598,83.0854245383097,99.33407325194229,83.00417222807272,98.97674418604652,100.0,100.0,1
id-00000861,True,324340582,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,4,amazon-Luxury_Beauty_5,0,256,0,0.1,0,True,0,2,0,0.01,0,0.1,0,1,0,one2one,1,True,0,1,0,0.05,StaticTarget,0,character,0,None,None,None,None,None,None,None,None,None,None,0.07449476127619978,0.18485125058673713,0.1201392924168,0.06471195816993713,79,361.8328802585602,13.752029180526733,86.74592310898639,91.51865713642502,83.03731427285005,100.0,80.33792708675873,95.65217391304348,100.0,100.0,1
id-00000862,True,1314084247,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,9,amazon-Video_Games_5,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,0,one2one,1,False,1,0,1,0.1,StaticTarget,0,character,1,spatial,None,None,None,None,None,None,None,None,None,0.15094299310460754,0.23473211537638974,0.1662288045877341,0.06850331078865565,34,1671.6927649974823,209.86858868598938,89.5336282643587,92.1790566086898,86.27093855447588,98.08717466290373,86.2834564853795,98.2718596853237,100.0,100.0,1
id-00000863,True,134903555,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,0,distilbert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,1,0.25,0,True,0,2,0,0.01,0,0.1,None,None,0,one2one,1,True,0,1,2,0.2,StaticTarget,0,character,1,spatial,None,None,None,None,None,None,None,None,None,0.05271093777058103,0.10353437051178412,0.06458962457655054,0.038944745935233574,68,5786.805445432663,230.20912528038025,85.42732115624226,90.33305850521523,82.5573699655132,98.10874704491725,82.07855326889667,98.18511796733212,100.0,100.0,1
id-00000864,False,1529539692,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,0,0.1,0,True,0,2,2,0.05,1,0.3,0,1,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.06670071251769082,0.11191178278519232,0.06993654668651113,None,50,2897.2556121349335,221.10323190689087,85.15075054901597,90.14572088541101,82.1137652332366,None,81.9074983443016,None,100.0,None,1
id-00000865,True,1855337418,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,1,pair-one2one,2,True,0,1,2,0.2,StaticTarget,2,phrase,1,spatial,1,0,2,0.2,StaticTarget,1,word,0,None,0.08658084473773418,0.1495631884146314,0.11848153190371463,0.031081656510916777,58,9667.763771295547,585.9978621006012,94.81161603962956,92.75429934494917,86.60041299076326,98.9081856991351,86.69205204627849,98.9524687517565,100.0,100.0,1
id-00000866,False,1929719497,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,10,imdb,0,256,2,0.5,0,True,0,2,1,0.02,1,0.3,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.35151965963916904,0.3123167808863181,0.3123167808863181,None,53,440.50839591026306,58.719613552093506,84.54836253036373,86.39252603230364,86.39252603230364,None,86.516,None,100.0,None,1
id-00000867,False,744116490,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,10,imdb,0,256,1,0.25,0,True,0,2,2,0.05,1,0.3,0,1,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.4119670925996242,0.7905590205420903,0.3550265375802766,None,50,288.48867082595825,52.85272741317749,76.48767124297804,79.55695490362095,84.07219490564115,None,85.58588758526884,None,100.0,None,1
id-00000868,True,1086644613,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,4,amazon-Luxury_Beauty_5,0,256,0,0.1,0,True,0,2,1,0.02,0,0.1,1,3,0,one2one,1,False,0,1,2,0.2,StaticTarget,2,phrase,0,None,None,None,None,None,None,None,None,None,None,0.07283705644888534,0.12706229750687878,0.10239503773550193,0.024667259771376848,51,235.40237736701965,14.404438972473145,84.90553932270267,89.77305766381781,81.8188426003629,97.72727272727273,80.80758253290287,97.19626168224299,100.0,100.0,1
id-00000869,True,284420049,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,True,0,2,2,0.05,1,0.3,1,3,1,pair-one2one,2,True,0,1,2,0.2,StaticTarget,0,character,2,class,1,0,1,0.1,StaticTarget,1,word,0,None,0.19269884354364777,0.13959327742315808,0.10165450674567786,0.03793877067748023,43,6661.625447511673,501.93844294548035,79.58816718799918,91.56922568056248,84.67411609123346,98.4643352698915,84.3327491064933,98.32553288374591,100.0,100.0,1
id-00000870,False,1004288546,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,0,gpt2,6,amazon-Office_Products_5,0,256,1,0.25,0,True,0,2,1,0.02,0,0.1,None,None,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.08105117384117409,0.09097716523533066,0.09097716523533066,None,90,12220.427654266357,358.0168454647064,85.8407184800019,84.8356437719362,84.8356437719362,None,85.36706256010919,None,100.0,None,1
id-00000871,False,2072553187,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,0,gpt2,0,amazon-Arts_Crafts_and_Sewing_5,0,256,2,0.5,0,True,0,2,1,0.02,0,0.1,None,None,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.07105096534978046,0.07591895015967876,0.07591895015967876,None,114,9469.720257520676,218.61501026153564,84.85138431592857,84.38276002231827,84.38276002231827,None,84.63579231388896,None,100.0,None,1
id-00000872,False,558273554,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,6,amazon-Office_Products_5,0,256,0,0.1,0,True,0,2,0,0.01,1,0.3,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.08849754865866559,0.08603135750393073,0.08603135750393073,None,37,6320.838058710098,360.08528685569763,84.08953151661865,84.07101391994365,84.07101391994365,None,84.14926575666132,None,100.0,None,1
id-00000873,True,1181723732,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,5,amazon-Musical_Instruments_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,1,pair-one2one,2,True,0,1,1,0.1,StaticTarget,0,character,1,spatial,1,0,1,0.1,StaticTarget,2,phrase,0,None,0.07050288466583188,0.1734387881328978,0.11137567394536205,0.062063114187535746,46,1071.6352343559265,97.70144438743591,93.55310482155656,89.19278937037195,81.72867996653436,96.65689877420955,81.62081237139881,95.73102156427768,100.0,100.0,1
id-00000874,False,340589148,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,8,amazon-Software_5,0,256,1,0.25,0,True,0,2,0,0.01,0,0.1,0,1,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.18963167733246727,0.22454044677052198,0.22454044677052198,None,55,134.5402238368988,5.979743957519531,84.54121994899224,83.813307904217,83.813307904217,None,84.3111598650186,None,100.0,None,1
id-00000875,True,1627844100,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,5,amazon-Musical_Instruments_5,0,256,0,0.1,0,True,0,2,0,0.01,1,0.3,None,None,0,one2one,1,True,1,0,0,0.05,StaticTarget,2,phrase,0,None,None,None,None,None,None,None,None,None,None,0.10537272848334558,0.22354728515095373,0.11457708871239447,0.10897019643855926,43,2216.7380158901215,104.97594857215881,86.90104428142172,88.34581768785915,81.16924731601682,95.52238805970148,81.22731812634386,96.15384615384616,100.0,100.0,1
id-00000876,True,1954309899,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,0,one2one,1,False,1,0,0,0.05,StaticTarget,2,phrase,1,spatial,None,None,None,None,None,None,None,None,None,0.09650400804873999,0.11575895184984086,0.10582145178772814,0.009937500062112727,54,9611.327926635742,684.965030670166,90.04590713693426,93.03377397558714,86.3261463478642,99.74140160331007,85.90516082185988,99.6925284411192,100.0,100.0,1
id-00000877,False,879955372,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,8,amazon-Software_5,0,256,0,0.1,0,True,0,2,2,0.05,1,0.3,0,1,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.2673404247366956,0.19701869372511283,0.19701869372511283,None,106,545.0376436710358,19.61471462249756,75.97750152792842,86.07856598016781,86.07856598016781,None,86.63551435372395,None,100.0,None,1
id-00000878,False,1383230593,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,6,amazon-Office_Products_5,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.08582075266943831,0.09340705242231488,0.09340705242231488,None,62,5111.604410409927,361.74521565437317,84.70362242029117,85.54774893773501,85.54774893773501,None,86.48604270058506,None,100.0,None,1
id-00000879,False,376596033,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,0,distilbert-base-uncased,10,imdb,0,256,2,0.5,0,True,0,2,1,0.02,1,0.3,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.42038551713220584,0.32149232131770894,0.32149232131770894,None,121,949.541401386261,58.07294583320618,80.72493882964618,86.56175759809945,86.56175759809945,None,86.148,None,100.0,None,1
id-00000880,True,1450566783,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,3,amazon-Industrial_and_Scientific_5,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,0,one2one,1,True,1,0,1,0.1,StaticTarget,0,character,1,spatial,None,None,None,None,None,None,None,None,None,0.08784852390402349,0.16410547767123485,0.11658660960724442,0.047518868063990444,31,259.59202814102173,31.593605756759644,91.88960405275088,90.57115860671601,83.61363230610634,97.52868490732568,83.66066177608569,97.76334776334777,100.0,100.0,1
id-00000881,False,173811127,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,10,imdb,0,256,2,0.5,0,True,0,2,1,0.02,0,0.1,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.30263120743135613,0.3037234515517573,0.3037234515517573,None,51,428.8855264186859,191.95488333702087,87.19244020339644,87.3035114882517,87.3035114882517,None,87.02,None,100.0,None,1
id-00000882,True,769093463,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,True,0,2,1,0.02,1,0.3,None,None,0,one2one,1,True,1,0,2,0.2,StaticTarget,2,phrase,1,spatial,None,None,None,None,None,None,None,None,None,0.11635878468858932,0.1407523976821664,0.1124117460688692,0.028340651613297206,55,12758.533160209656,455.73987197875977,93.19312818344012,92.5018481647034,86.47357507245141,98.5301212569554,86.1762498039446,98.44759673557655,100.0,100.0,1
id-00000883,True,361810823,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,6,amazon-Office_Products_5,0,256,2,0.5,0,True,0,2,2,0.05,1,0.3,2,7,0,one2one,1,False,1,0,1,0.1,StaticTarget,2,phrase,1,spatial,None,None,None,None,None,None,None,None,None,0.16680339231080293,0.10664059102067576,0.09966494528131055,0.00697564573936521,70,9403.714701652527,347.3302752971649,84.31701332225072,91.19170972970664,82.52716215997928,99.85625729943402,83.50560184565516,99.85725501391764,100.0,100.0,1
id-00000884,True,980637776,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,2,0.5,0,True,0,2,1,0.02,1,0.3,0,1,1,pair-one2one,2,True,0,1,1,0.1,StaticTarget,0,character,1,spatial,1,0,1,0.1,StaticTarget,2,phrase,2,class,0.11923953851028163,0.12243834489468104,0.09614840799176054,0.026289936902920506,51,6215.803714513779,460.77901673316956,88.86551032394951,92.16945751776157,86.00886014224545,98.3300548932777,85.48024498253146,98.30786536476124,100.0,100.0,1
id-00000885,False,1989903628,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,3,amazon-Industrial_and_Scientific_5,0,256,1,0.25,0,True,0,2,0,0.01,1,0.3,1,3,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.10554086932655553,0.09632702244977866,0.09632702244977866,None,59,436.69867491722107,22.249587535858154,73.81278003643362,81.671772875817,81.671772875817,None,82.19864756030486,None,100.0,None,1
id-00000886,True,353860266,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,6,amazon-Office_Products_5,0,256,2,0.5,0,True,0,2,1,0.02,0,0.1,0,1,1,pair-one2one,2,False,1,0,2,0.2,StaticTarget,2,phrase,0,None,0,1,2,0.2,StaticTarget,2,phrase,0,None,0.10232310661124192,0.10921614956876693,0.0978010480830805,0.011415101485686427,61,5296.770607471466,356.90811705589294,93.53971572081122,90.41866243688506,82.57805688511259,98.25926798865754,82.88726450335476,98.73280321348179,100.0,100.0,1
id-00000887,True,1661852841,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,0,one2one,1,True,0,1,1,0.1,StaticTarget,0,character,0,None,None,None,None,None,None,None,None,None,None,0.07958527107991567,0.15486084406333925,0.09294005972713493,0.06192078433620433,38,4392.916286706924,519.8198068141937,86.43304995957462,91.65948423563844,85.45088052990447,97.86808794137242,85.2155781109404,97.65832889835019,100.0,100.0,1
id-00000888,True,2072099473,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,True,0,2,0,0.01,1,0.3,0,1,1,pair-one2one,2,True,1,0,1,0.1,StaticTarget,2,phrase,0,None,0,1,1,0.1,StaticTarget,0,character,0,None,0.10929482042389194,0.10781273507776916,0.0989821165275132,0.008830618550255966,48,6582.159287452698,532.5033123493195,89.68715807654861,92.22292868817621,85.45780637506913,98.98805100128328,85.6447015992734,99.28947513556915,100.0,100.0,1
id-00000889,False,1902552334,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,6,amazon-Office_Products_5,0,256,1,0.25,0,True,0,2,2,0.05,0,0.1,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.07659134873427886,0.0844256320518752,0.0844256320518752,None,41,3564.4687564373016,331.12928438186646,86.78894731763698,85.70680964817274,85.70680964817274,None,86.00356299959344,None,100.0,None,1
id-00000890,True,1993014117,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,0,amazon-Arts_Crafts_and_Sewing_5,0,256,1,0.25,0,True,0,2,1,0.02,1,0.3,1,3,0,one2one,1,False,1,0,2,0.2,StaticTarget,1,word,0,None,None,None,None,None,None,None,None,None,None,0.1775742667537766,0.0986410947013073,0.09020871248084389,0.008432382220463415,81,5451.325971841812,219.6626431941986,86.42901426909364,93.21446432290273,86.69860432531722,99.73032432048825,86.87891425983902,99.71852022058823,100.0,100.0,1
id-00000891,True,498980162,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,5,amazon-Musical_Instruments_5,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,1,pair-one2one,2,True,0,1,1,0.1,StaticTarget,2,phrase,0,None,1,0,2,0.2,StaticTarget,1,word,1,spatial,0.09342355201596626,0.2441702824959499,0.12909448988014652,0.11507579261580339,39,937.3873882293701,102.42399549484253,94.23338363884554,89.81501259609404,83.60280487879331,96.02722031339476,83.39268391723765,96.06390494553966,100.0,100.0,1
id-00000892,False,2048506102,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,5,amazon-Musical_Instruments_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.07627623013868491,0.09820864130297094,0.09820864130297094,None,41,1573.4687321186066,255.68607807159424,85.0630799669163,81.34857909953575,81.34857909953575,None,81.7436553155609,None,100.0,None,1
id-00000893,False,1097067561,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,8,amazon-Software_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.1838429276831448,0.19520356186569252,0.19520356186569252,None,35,111.88487696647644,5.47196888923645,86.97694586976945,85.05070138631783,85.05070138631783,None,86.4373918571415,None,100.0,None,1
id-00000894,True,177782248,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,True,0,2,2,0.05,0,0.1,0,1,0,one2one,1,True,0,1,1,0.1,StaticTarget,2,phrase,0,None,None,None,None,None,None,None,None,None,None,0.06017598295947544,0.13977203257209125,0.09787128946935544,0.041900743102735796,56,6510.527594089508,514.9205877780914,90.09491685999211,91.53316603084707,84.45041510667686,98.6159169550173,84.46176686685091,98.61609431060995,100.0,100.0,1
